Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0003171,atrioventricular valve development,19_GO:0032502 developmental process,-2.8,5.7,4.5,21222,33,565,5,0.88,0.39,16007|18128|20564|21808|56177,Ccn1|Notch1|Slit3|Tgfb2|Olfm1,-1.3,Down
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-2.8,1.8,3.3,21222,659,565,31,5.5,0.96,12505|13653|14371|14373|15370|16007|16176|16324|16819|17153|17872|18011|18012|18127|18128|18129|18783|19122|19252|20377|21808|50768|56177|56312|66214|68655|83397|94275|109700|237038|269881,Cd44|Egr1|Fzd9|G0s2|Nr4a1|Ccn1|Il1b|Inhbb|Lcn2|Mal|Ppp1r15a|Neurl1a|Neurod1|Nos3|Notch1|Notch2|Pla2g4a|Prnp|Dusp1|Sfrp1|Tgfb2|Dlc1|Olfm1|Nupr1|Rgcc|Fndc1|Akap12|Maged1|Itga1|Nox1|Map3k10,-1.3,Down
GO Biological Processes,19,GO:1902905,positive regulation of supramolecular fiber organization,19_GO:0048518 positive regulation of biological process,-2.8,2.6,3.6,21222,189,565,13,2.3,0.63,15894|17762|19130|20292|66214|77569|93689|108100|192176|193740|214444|223864|268396,Icam1|Mapt|Prox1|Ccl11|Rgcc|Limch1|Lmod1|Baiap2|Flna|Hspa1a|Cdk5rap2|Rapgef3|Sh3pxd2b,-1.3,Down
GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-2.8,2.6,3.6,21222,189,565,13,2.3,0.63,14461|15234|15507|16176|16402|18127|18654|20292|23797|23892|54409|76905|223864,Gata2|Hgf|Hspb1|Il1b|Itga5|Nos3|Pgf|Ccl11|Akt3|Grem1|Ramp2|Lrg1|Rapgef3,-1.3,Down
GO Biological Processes,19,GO:0002689,negative regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-2.8,7.5,4.8,21222,20,565,4,0.71,0.35,18133|19252|23892|217835,Ccn3|Dusp1|Grem1|Rin3,-1.3,Down
GO Biological Processes,19,GO:0060841,venous blood vessel development,19_GO:0032502 developmental process,-2.8,7.5,4.8,21222,20,565,4,0.71,0.35,15227|18128|19130|77446,Foxf1|Notch1|Prox1|Heg1,-1.3,Down
GO Biological Processes,19,GO:0060993,kidney morphogenesis,19_GO:0032502 developmental process,-2.8,3.3,3.8,21222,103,565,9,1.6,0.53,12505|14634|16776|18514|18654|23892|54710|269152|381157,Cd44|Gli3|Lama5|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-1.3,Down
GO Biological Processes,19,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.8,3.3,3.8,21222,103,565,9,1.6,0.53,13132|15234|15894|16000|16176|20254|72393|193740|240518,Dab2|Hgf|Icam1|Igf1|Il1b|Scg2|Faim2|Hspa1a|Peli3,-1.3,Down
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-2.8,2.8,3.7,21222,145,565,11,1.9,0.58,13609|16176|16590|18578|20254|20292|21808|55985|57257|109700|233079,S1pr1|Il1b|Kit|Pde4b|Scg2|Ccl11|Tgfb2|Cxcl13|Vav3|Itga1|Ffar2,-1.3,Down
GO Biological Processes,19,GO:0051147,regulation of muscle cell differentiation,19_GO:0032502 developmental process,-2.8,2.7,3.6,21222,167,565,12,2.1,0.61,16000|16590|16773|16779|18128|18129|18133|19130|22402|50770|74116|234839,Igf1|Kit|Lama2|Lamb2|Notch1|Notch2|Ccn3|Prox1|Ccn4|Atp11a|Pi16|Piezo1,-1.3,Down
GO Biological Processes,19,GO:0050768,negative regulation of neurogenesis,19_GO:0048519 negative regulation of biological process,-2.8,2.7,3.6,21222,167,565,12,2.1,0.61,14461|16176|18128|18208|19130|19280|20292|22068|22415|56741|218877|320027,Gata2|Il1b|Notch1|Ntn1|Prox1|Ptprs|Ccl11|Trpc6|Wnt3|Igdcc4|Sema3g|Fstl4,-1.3,Down
GO Biological Processes,19,GO:0045620,negative regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-2.7,4,4,21222,66,565,7,1.2,0.47,12505|14634|15284|15507|20377|56468|229473,Cd44|Gli3|Hlx|Hspb1|Sfrp1|Socs5|Tmem131l,-1.3,Down
GO Biological Processes,19,GO:0061005,cell differentiation involved in kidney development,19_GO:0032502 developmental process,-2.7,4.6,4.2,21222,49,565,6,1.1,0.43,14634|16779|18128|18129|23892|83396,Gli3|Lamb2|Notch1|Notch2|Grem1|Glis2,-1.3,Down
WikiPathways,27,WP544,Exercise induced circadian regulation,,-2.7,4.6,4.2,21222,49,565,6,1.1,0.43,14373|16601|19317|22229|52331|238988,G0s2|Klf9|Qki|Ucp3|Stbd1|Erc2,-1.3,Down
GO Biological Processes,19,GO:0021696,cerebellar cortex morphogenesis,19_GO:0032502 developmental process,-2.7,4.6,4.2,21222,49,565,6,1.1,0.43,18032|19130|19883|20720|72393|73750,Nfix|Prox1|Rora|Serpine2|Faim2|Whrn,-1.3,Down
GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.7,2,3.3,21222,443,565,23,4.1,0.83,12505|12778|13132|13166|14182|14371|14373|15234|15507|15894|16000|16176|16324|17153|20254|20377|21808|56312|72393|94275|193740|237038|240518,Cd44|Ackr3|Dab2|Dbh|Fgfr1|Fzd9|G0s2|Hgf|Hspb1|Icam1|Igf1|Il1b|Inhbb|Mal|Scg2|Sfrp1|Tgfb2|Nupr1|Faim2|Maged1|Hspa1a|Nox1|Peli3,-1.3,Down
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-2.7,2,3.4,21222,390,565,21,3.7,0.8,11514|13132|14182|14370|16000|16176|16590|18011|18129|18214|19252|20377|22359|26564|54612|56468|77446|94275|110532|214444|269881,Adcy8|Dab2|Fgfr1|Fzd8|Igf1|Il1b|Kit|Neurl1a|Notch2|Ddr2|Dusp1|Sfrp1|Vldlr|Ror2|Sfrp5|Socs5|Heg1|Maged1|Adarb1|Cdk5rap2|Map3k10,-1.3,Down
GO Biological Processes,19,GO:0021697,cerebellar cortex formation,19_GO:0032502 developmental process,-2.7,5.5,4.4,21222,34,565,5,0.88,0.39,18032|19130|19883|72393|73750,Nfix|Prox1|Rora|Faim2|Whrn,-1.3,Down
GO Biological Processes,19,GO:0002825,regulation of T-helper 1 type immune response,19_GO:0002376 immune system process,-2.7,5.5,4.4,21222,34,565,5,0.88,0.39,15284|16176|16177|18783|56468,Hlx|Il1b|Il1r1|Pla2g4a|Socs5,-1.3,Down
GO Biological Processes,19,GO:2000392,regulation of lamellipodium morphogenesis,19_GO:0032502 developmental process,-2.7,11,5.4,21222,10,565,3,0.53,0.31,12505|14726|18606,Cd44|Pdpn|Enpp2,-1.3,Down
GO Biological Processes,19,GO:0048702,embryonic neurocranium morphogenesis,19_GO:0032502 developmental process,-2.7,11,5.4,21222,10,565,3,0.53,0.31,14634|21808|270685,Gli3|Tgfb2|Mthfd1l,-1.3,Down
GO Biological Processes,19,GO:0048251,elastic fiber assembly,19_GO:0009987 cellular process,-2.7,11,5.4,21222,10,565,3,0.53,0.31,16948|17880|108075,Lox|Myh11|Ltbp4,-1.3,Down
GO Biological Processes,19,GO:0035113,embryonic appendage morphogenesis,19_GO:0032502 developmental process,-2.7,2.8,3.6,21222,147,565,11,1.9,0.58,14182|14634|18128|18129|18514|21808|22415|23892|26564|106042|380718,Fgfr1|Gli3|Notch1|Notch2|Pbx1|Tgfb2|Wnt3|Grem1|Ror2|Prickle1|Mks1,-1.3,Down
GO Biological Processes,19,GO:0030326,embryonic limb morphogenesis,19_GO:0032502 developmental process,-2.7,2.8,3.6,21222,147,565,11,1.9,0.58,14182|14634|18128|18129|18514|21808|22415|23892|26564|106042|380718,Fgfr1|Gli3|Notch1|Notch2|Pbx1|Tgfb2|Wnt3|Grem1|Ror2|Prickle1|Mks1,-1.3,Down
GO Biological Processes,19,GO:0071453,cellular response to oxygen levels,19_GO:0050896 response to stimulus,-2.7,2.5,3.6,21222,192,565,13,2.3,0.63,13653|16526|16819|18128|18214|19883|20377|22068|22359|63959|66214|68655|237038,Egr1|Kcnk2|Lcn2|Notch1|Ddr2|Rora|Sfrp1|Trpc6|Vldlr|Slc29a1|Rgcc|Fndc1|Nox1,-1.3,Down
Reactome Gene Sets,6,R-MMU-9012999,RHO GTPase cycle,,-2.7,2,3.4,21222,391,565,21,3.7,0.8,14163|50768|52331|54216|57257|58996|70598|71703|80837|83397|84004|108100|109294|109711|110596|117600|207212|231532|235611|236920|237038,Fgd1|Dlc1|Stbd1|Pcdh7|Vav3|Arhgap23|Filip1|Armcx3|Rhoj|Akap12|Mcam|Baiap2|Prex2|Actn1|Arhgef28|Srgap1|Arhgef17|Arhgap24|Plxnb1|Stard8|Nox1,-1.3,Down
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-2.7,3,3.7,21222,126,565,10,1.8,0.55,13824|17880|19130|50876|68075|68794|77569|77579|93689|226041,Epb41l4a|Myh11|Prox1|Tmod2|Lurap1|Flnc|Limch1|Myh10|Lmod1|Pgm5,-1.2,Down
GO Biological Processes,19,GO:0034446,substrate adhesion-dependent cell spreading,19_GO:0009987 cellular process,-2.7,4.5,4.1,21222,50,565,6,1.1,0.43,13845|14268|16776|16779|20377|69538,Ephb3|Fn1|Lama5|Lamb2|Sfrp1|Antxr1,-1.2,Down
KEGG Pathway,24,mmu03273,Virion - Lassa virus and SFTS virus - Mus musculus (house mouse),,-2.7,7.2,4.7,21222,21,565,4,0.71,0.35,17880|18187|54216|77579,Myh11|Nrp2|Pcdh7|Myh10,-1.2,Down
GO Biological Processes,19,GO:0030728,ovulation,19_GO:0022414 reproductive process,-2.7,7.2,4.7,21222,21,565,4,0.71,0.35,11504|18127|18783|236266,Adamts1|Nos3|Pla2g4a|Alms1,-1.2,Down
GO Biological Processes,19,GO:0007623,circadian rhythm,19_GO:0048511 rhythmic process,-2.7,2.6,3.6,21222,171,565,12,2.1,0.61,11898|11906|13653|16000|19130|19883|23957|24046|72190|94275|104158|109042,Ass1|Zfhx3|Egr1|Igf1|Prox1|Rora|Nr0b2|Scn11a|2510009E07Rik|Maged1|Ces1d|Cavin3,-1.2,Down
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0050789 regulation of biological process,-2.7,2,3.3,21222,421,565,22,3.9,0.81,11514|13132|14182|14370|16000|16176|16590|16911|18011|18129|18214|19252|20377|22359|26564|54612|56468|77446|94275|110532|214444|269881,Adcy8|Dab2|Fgfr1|Fzd8|Igf1|Il1b|Kit|Lmo4|Neurl1a|Notch2|Ddr2|Dusp1|Sfrp1|Vldlr|Ror2|Sfrp5|Socs5|Heg1|Maged1|Adarb1|Cdk5rap2|Map3k10,-1.2,Down
WikiPathways,27,WP385,Myometrial relaxation and contraction pathways,,-2.6,2.8,3.6,21222,150,565,11,1.9,0.58,11514|11536|12778|16010|16176|18127|18578|19739|20541|54409|109624,Adcy8|Gpr182|Ackr3|Igfbp4|Il1b|Nos3|Pde4b|Rgs9|Slc8a1|Ramp2|Cald1,-1.2,Down
GO Biological Processes,19,GO:0019218,regulation of steroid metabolic process,19_GO:0050789 regulation of biological process,-2.6,2.9,3.6,21222,129,565,10,1.8,0.55,13132|13653|14170|14186|16000|16590|19130|19317|19883|80290,Dab2|Egr1|Fgf15|Fgfr4|Igf1|Kit|Prox1|Qki|Rora|Gpr146,-1.2,Down
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-2.6,2.7,3.5,21222,151,565,11,1.9,0.58,14245|14461|16000|19883|20377|21804|22402|59036|70717|236266|268396,Lpin1|Gata2|Igf1|Rora|Sfrp1|Tgfb1i1|Ccn4|Dact1|Medag|Alms1|Sh3pxd2b,-1.2,Down
GO Biological Processes,19,GO:0045927,positive regulation of growth,19_GO:0040007 growth,-2.6,2.1,3.3,21222,320,565,18,3.2,0.74,14182|14268|14732|15284|16000|17762|18128|18208|19130|20377|21808|22368|22402|22415|56320|268396|320563|382253,Fgfr1|Fn1|Gpam|Hlx|Igf1|Mapt|Notch1|Ntn1|Prox1|Sfrp1|Tgfb2|Trpv2|Ccn4|Wnt3|Dbn1|Sh3pxd2b|Islr2|Cdkl5,-1.2,Down
GO Biological Processes,19,GO:0035641,locomotory exploration behavior,19_GO:0032501 multicellular organismal process,-2.6,6.8,4.5,21222,22,565,4,0.71,0.35,58234|98660|216856|268890,Shank3|Atp1a2|Nlgn2|Lsamp,-1.2,Down
GO Biological Processes,19,GO:0072012,glomerulus vasculature development,19_GO:0032502 developmental process,-2.6,6.8,4.5,21222,22,565,4,0.71,0.35,13653|18128|18129|18131,Egr1|Notch1|Notch2|Notch3,-1.2,Down
GO Biological Processes,19,GO:0036294,cellular response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.6,2.6,3.5,21222,174,565,12,2.1,0.61,13653|16526|16819|18128|18214|19883|20377|22068|22359|63959|66214|68655,Egr1|Kcnk2|Lcn2|Notch1|Ddr2|Rora|Sfrp1|Trpc6|Vldlr|Slc29a1|Rgcc|Fndc1,-1.2,Down
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-2.6,1.7,3.2,21222,676,565,31,5.5,0.96,12505|13653|14371|14373|15370|16007|16176|16324|16819|17153|17872|18011|18012|18127|18128|18129|18783|19122|19252|20377|21808|50768|56177|56312|66214|68655|83397|94275|109700|237038|269881,Cd44|Egr1|Fzd9|G0s2|Nr4a1|Ccn1|Il1b|Inhbb|Lcn2|Mal|Ppp1r15a|Neurl1a|Neurod1|Nos3|Notch1|Notch2|Pla2g4a|Prnp|Dusp1|Sfrp1|Tgfb2|Dlc1|Olfm1|Nupr1|Rgcc|Fndc1|Akap12|Maged1|Itga1|Nox1|Map3k10,-1.2,Down
GO Biological Processes,19,GO:0061384,heart trabecula morphogenesis,19_GO:0032502 developmental process,-2.6,5.2,4.2,21222,36,565,5,0.88,0.39,11504|13609|18128|21808|77446,Adamts1|S1pr1|Notch1|Tgfb2|Heg1,-1.2,Down
GO Biological Processes,19,GO:0060038,cardiac muscle cell proliferation,19_GO:0040007 growth,-2.6,5.2,4.2,21222,36,565,5,0.88,0.39,14182|18128|21808|23966|77579,Fgfr1|Notch1|Tgfb2|Tenm4|Myh10,-1.2,Down
GO Biological Processes,19,GO:0003176,aortic valve development,19_GO:0032502 developmental process,-2.6,5.2,4.2,21222,36,565,5,0.88,0.39,18127|18128|20564|23794|268902,Nos3|Notch1|Slit3|Adamts5|Robo2,-1.2,Down
Reactome Gene Sets,6,R-MMU-388396,GPCR downstream signalling,,-2.6,1.8,3.2,21222,563,565,27,4.8,0.9,11514|12778|14163|14268|16402|17392|18576|18578|18783|18798|19739|20292|20308|22068|22353|23797|23945|54409|55985|57257|71729|110385|140795|207212|233079|235611|269060,Adcy8|Ackr3|Fgd1|Fn1|Itga5|Mmp3|Pde3b|Pde4b|Pla2g4a|Plcb4|Rgs9|Ccl11|Ccl9|Trpc6|Vip|Akt3|Mgll|Ramp2|Cxcl13|Vav3|Rgs12|Pde4c|P2ry14|Arhgef17|Ffar2|Plxnb1|Dagla,-1.2,Down
GO Biological Processes,19,GO:0001841,neural tube formation,19_GO:0032502 developmental process,-2.6,2.9,3.6,21222,130,565,10,1.8,0.55,12614|16911|20353|20377|21808|50768|71461|106042|270685|380718,Celsr1|Lmo4|Sema4c|Sfrp1|Tgfb2|Dlc1|Ptk7|Prickle1|Mthfd1l|Mks1,-1.2,Down
GO Biological Processes,19,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0048518 positive regulation of biological process,-2.6,3.1,3.6,21222,109,565,9,1.6,0.53,13132|16007|18128|18129|21804|21808|71093|76905|240725,Dab2|Ccn1|Notch1|Notch2|Tgfb1i1|Tgfb2|Atoh8|Lrg1|Sulf1,-1.2,Down
GO Biological Processes,19,GO:0030239,myofibril assembly,19_GO:0032502 developmental process,-2.6,3.8,3.8,21222,70,565,7,1.2,0.47,17880|19130|50876|68794|77579|93689|226041,Myh11|Prox1|Tmod2|Flnc|Myh10|Lmod1|Pgm5,-1.2,Down
GO Biological Processes,19,GO:0021915,neural tube development,19_GO:0032502 developmental process,-2.6,2.5,3.4,21222,198,565,13,2.3,0.63,12614|14634|16911|18128|20353|20377|21808|50768|59036|71461|106042|270685|380718,Celsr1|Gli3|Lmo4|Notch1|Sema4c|Sfrp1|Tgfb2|Dlc1|Dact1|Ptk7|Prickle1|Mthfd1l|Mks1,-1.2,Down
GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-2.6,1.8,3.2,21222,565,565,27,4.8,0.9,11514|12009|14634|14645|16000|16500|16847|17762|18012|19122|19376|21808|23957|53814|68151|68617|77574|77579|83396|192176|209630|216856|219033|223864|233079|245049|381290,Adcy8|Cep131|Gli3|Glul|Igf1|Kcnb1|Lepr|Mapt|Neurod1|Prnp|Rab34|Tgfb2|Nr0b2|Oaz3|Wls|Mtcl1|Tcaf1|Myh10|Glis2|Flna|Frmd4a|Nlgn2|Ang4|Rapgef3|Ffar2|Myrip|Atp2b4,-1.2,Down
GO Biological Processes,19,GO:0035767,endothelial cell chemotaxis,19_GO:0040011 locomotion,-2.6,10,5.1,21222,11,565,3,0.53,0.31,15370|18133|55985,Nr4a1|Ccn3|Cxcl13,-1.2,Down
GO Biological Processes,19,GO:1900454,positive regulation of long-term synaptic depression,19_GO:0048519 negative regulation of biological process,-2.6,10,5.1,21222,11,565,3,0.53,0.31,11514|16500|17762,Adcy8|Kcnb1|Mapt,-1.2,Down
GO Biological Processes,19,GO:0090091,positive regulation of extracellular matrix disassembly,19_GO:0048518 positive regulation of biological process,-2.6,10,5.1,21222,11,565,3,0.53,0.31,14726|18214|21808,Pdpn|Ddr2|Tgfb2,-1.2,Down
GO Biological Processes,19,GO:0060837,blood vessel endothelial cell differentiation,19_GO:0032502 developmental process,-2.6,10,5.1,21222,11,565,3,0.53,0.31,18128|19130|67888,Notch1|Prox1|Tmem100,-1.2,Down
GO Biological Processes,19,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,19_GO:0032502 developmental process,-2.6,10,5.1,21222,11,565,3,0.53,0.31,16590|18011|58234,Kit|Neurl1a|Shank3,-1.2,Down
GO Biological Processes,19,GO:0060412,ventricular septum morphogenesis,19_GO:0032502 developmental process,-2.6,4.3,3.9,21222,53,565,6,1.1,0.43,18127|18128|19130|20564|21808|268902,Nos3|Notch1|Prox1|Slit3|Tgfb2|Robo2,-1.1,Down
Reactome Gene Sets,6,R-MMU-422475,Axon guidance,,-2.6,2.3,3.3,21222,248,565,15,2.7,0.68,13845|14182|14783|16402|20564|22240|22359|57257|58234|67399|110351|110596|235611|243743|269116,Ephb3|Fgfr1|Grb10|Itga5|Slit3|Dpysl3|Vldlr|Vav3|Shank3|Pdlim7|Rap1gap|Arhgef28|Plxnb1|Plxna4|Nfasc,-1.1,Down
Reactome Gene Sets,6,R-MMU-1474290,Collagen formation,,-2.6,3.7,3.8,21222,71,565,7,1.2,0.47,12406|12837|16948|17392|17393|18451|94352,Serpinh1|Col8a1|Lox|Mmp3|Mmp7|P4ha1|Loxl2,-1.1,Down
Reactome Gene Sets,6,R-MMU-372790,Signaling by GPCR,,-2.5,1.8,3.1,21222,596,565,28,5,0.91,11514|12778|13609|14163|14268|16402|17392|18576|18578|18783|18798|19739|20292|20308|22068|22353|23797|23945|54409|55985|57257|71729|110385|140795|207212|233079|235611|269060,Adcy8|Ackr3|S1pr1|Fgd1|Fn1|Itga5|Mmp3|Pde3b|Pde4b|Pla2g4a|Plcb4|Rgs9|Ccl11|Ccl9|Trpc6|Vip|Akt3|Mgll|Ramp2|Cxcl13|Vav3|Rgs12|Pde4c|P2ry14|Arhgef17|Ffar2|Plxnb1|Dagla,-1.1,Down
GO Biological Processes,19,GO:0051961,negative regulation of nervous system development,19_GO:0048519 negative regulation of biological process,-2.5,2.5,3.4,21222,177,565,12,2.1,0.61,14461|16176|18128|18208|19130|19280|20292|22068|22415|56741|218877|320027,Gata2|Il1b|Notch1|Ntn1|Prox1|Ptprs|Ccl11|Trpc6|Wnt3|Igdcc4|Sema3g|Fstl4,-1.1,Down
Reactome Gene Sets,6,R-MMU-9675108,Nervous system development,,-2.5,2.3,3.3,21222,249,565,15,2.7,0.68,13845|14182|14783|16402|20564|22240|22359|57257|58234|67399|110351|110596|235611|243743|269116,Ephb3|Fgfr1|Grb10|Itga5|Slit3|Dpysl3|Vldlr|Vav3|Shank3|Pdlim7|Rap1gap|Arhgef28|Plxnb1|Plxna4|Nfasc,-1.1,Down
GO Biological Processes,19,GO:0030318,melanocyte differentiation,19_GO:0043473 pigmentation,-2.5,6.5,4.4,21222,23,565,4,0.71,0.35,14634|16590|17342|101401,Gli3|Kit|Mitf|Adamts9,-1.1,Down
GO Biological Processes,19,GO:2001026,regulation of endothelial cell chemotaxis,19_GO:0040011 locomotion,-2.5,6.5,4.4,21222,23,565,4,0.71,0.35,14182|15507|18128|55985,Fgfr1|Hspb1|Notch1|Cxcl13,-1.1,Down
GO Biological Processes,19,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,19_GO:0040011 locomotion,-2.5,6.5,4.4,21222,23,565,4,0.71,0.35,14461|23797|23892|80837,Gata2|Akt3|Grem1|Rhoj,-1.1,Down
GO Biological Processes,19,GO:0043542,endothelial cell migration,19_GO:0009987 cellular process,-2.5,3.3,3.6,21222,91,565,8,1.4,0.5,14268|15370|18127|18133|23892|55985|75723|94352,Fn1|Nr4a1|Nos3|Ccn3|Grem1|Cxcl13|Amotl1|Loxl2,-1.1,Down
GO Biological Processes,19,GO:0001570,vasculogenesis,19_GO:0032502 developmental process,-2.5,3.3,3.6,21222,91,565,8,1.4,0.5,12778|14182|15227|18128|19317|54409|67888|77446,Ackr3|Fgfr1|Foxf1|Notch1|Qki|Ramp2|Tmem100|Heg1,-1.1,Down
GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-2.5,2.7,3.4,21222,155,565,11,1.9,0.58,13845|17181|17475|18208|22359|58234|59036|106042|108100|109294|232227,Ephb3|Matn2|Mpdz|Ntn1|Vldlr|Shank3|Dact1|Prickle1|Baiap2|Prex2|Iqsec1,-1.1,Down
GO Biological Processes,19,GO:0051926,negative regulation of calcium ion transport,19_GO:0051179 localization,-2.5,3.7,3.7,21222,72,565,7,1.2,0.47,14681|15894|18127|19218|21808|26903|98660,Gnao1|Icam1|Nos3|Ptger3|Tgfb2|Dysf|Atp1a2,-1.1,Down
GO Biological Processes,19,GO:0021695,cerebellar cortex development,19_GO:0032502 developmental process,-2.5,3.7,3.7,21222,72,565,7,1.2,0.47,18032|19130|19883|20720|72393|73750|77579,Nfix|Prox1|Rora|Serpine2|Faim2|Whrn|Myh10,-1.1,Down
GO Biological Processes,19,GO:0001654,eye development,19_GO:0032502 developmental process,-2.5,1.9,3.1,21222,460,565,23,4.1,0.83,12837|14634|16324|16779|17342|18012|18032|18128|18129|18514|19130|19274|21808|23965|77579|80837|83453|101401|106042|224273|236266|268396|381290,Col8a1|Gli3|Inhbb|Lamb2|Mitf|Neurod1|Nfix|Notch1|Notch2|Pbx1|Prox1|Ptprm|Tgfb2|Tenm3|Myh10|Rhoj|Chrdl1|Adamts9|Prickle1|Crybg3|Alms1|Sh3pxd2b|Atp2b4,-1.1,Down
GO Biological Processes,19,GO:0031345,negative regulation of cell projection organization,19_GO:0048519 negative regulation of biological process,-2.5,2.3,3.3,21222,226,565,14,2.5,0.65,13132|18208|19122|19280|19347|22068|22240|22415|110351|121021|192176|218877|231532|320027,Dab2|Ntn1|Prnp|Ptprs|Dennd5a|Trpc6|Dpysl3|Wnt3|Rap1gap|Cspg4|Flna|Sema3g|Arhgap24|Fstl4,-1.1,Down
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-2.5,2.3,3.3,21222,226,565,14,2.5,0.65,13650|14681|15227|16176|16324|16500|18128|18133|18576|19218|52055|110385|209630|233079,Rhbdf1|Gnao1|Foxf1|Il1b|Inhbb|Kcnb1|Notch1|Ccn3|Pde3b|Ptger3|Rab11fip5|Pde4c|Frmd4a|Ffar2,-1.1,Down
KEGG Pathway,24,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),,-2.5,2.6,3.4,21222,156,565,11,1.9,0.58,11514|12293|16526|18798|20272|20541|23797|98660|223864|231991|381290,Adcy8|Cacna2d1|Kcnk2|Plcb4|Scn7a|Slc8a1|Akt3|Atp1a2|Rapgef3|Creb5|Atp2b4,-1.1,Down
GO Biological Processes,19,GO:0021549,cerebellum development,19_GO:0032502 developmental process,-2.5,2.8,3.5,21222,134,565,10,1.8,0.55,18012|18032|19130|19280|19883|20353|20720|72393|73750|77579,Neurod1|Nfix|Prox1|Ptprs|Rora|Sema4c|Serpine2|Faim2|Whrn|Myh10,-1.1,Down
GO Biological Processes,19,GO:0140352,export from cell,19_GO:0051179 localization,-2.5,1.8,3.1,21222,545,565,26,4.6,0.88,14681|15370|16500|16523|16526|16590|18012|18128|20541|20720|22353|24046|27204|52055|53945|57814|68151|77579|98660|104886|106042|108075|237858|238988|241556|381823,Gnao1|Nr4a1|Kcnb1|Kcnj8|Kcnk2|Kit|Neurod1|Notch1|Slc8a1|Serpine2|Vip|Scn11a|Syn3|Rab11fip5|Slc40a1|Kcne4|Wls|Myh10|Atp1a2|Rab15|Prickle1|Ltbp4|Trarg1|Erc2|Tspan18|Apold1,-1.1,Down
Reactome Gene Sets,6,R-MMU-8957275,Post-translational protein phosphorylation,,-2.5,3,3.5,21222,113,565,9,1.6,0.53,12268|12870|14268|16007|16010|20254|20701|80752|83453,C4b|Cp|Fn1|Ccn1|Igfbp4|Scg2|Serpina1b|Fam20c|Chrdl1,-1.1,Down
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-2.5,3.6,3.7,21222,73,565,7,1.2,0.47,11504|13653|16000|18214|22402|223864|237038,Adamts1|Egr1|Igf1|Ddr2|Ccn4|Rapgef3|Nox1,-1.1,Down
GO Biological Processes,19,GO:0150063,visual system development,19_GO:0032502 developmental process,-2.5,1.9,3.1,21222,463,565,23,4.1,0.83,12837|14634|16324|16779|17342|18012|18032|18128|18129|18514|19130|19274|21808|23965|77579|80837|83453|101401|106042|224273|236266|268396|381290,Col8a1|Gli3|Inhbb|Lamb2|Mitf|Neurod1|Nfix|Notch1|Notch2|Pbx1|Prox1|Ptprm|Tgfb2|Tenm3|Myh10|Rhoj|Chrdl1|Adamts9|Prickle1|Crybg3|Alms1|Sh3pxd2b|Atp2b4,-1.1,Down
GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0009987 cellular process,-2.5,2.8,3.4,21222,135,565,10,1.8,0.55,14268|16402|17123|50768|64817|81877|101401|109700|109711|208777,Fn1|Itga5|Madcam1|Dlc1|Svep1|Tnxb|Adamts9|Itga1|Actn1|Sned1,-1.1,Down
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,19_GO:0032501 multicellular organismal process,-2.5,2.4,3.3,21222,204,565,13,2.3,0.63,13166|15894|16523|16598|18127|19218|19274|20541|20657|23945|64817|98660|109700,Dbh|Icam1|Kcnj8|Klf2|Nos3|Ptger3|Ptprm|Slc8a1|Sod3|Mgll|Svep1|Atp1a2|Itga1,-1.1,Down
