Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Canonical Pathways,11,M16801,SIG REGULATION OF THE ACTIN CYTOSKELETON BY RHO GTPASES,,-6.7,23,11,30284,35,225,6,2.7,1.1,998|2316|2318|2665|5216|10096,CDC42|FLNA|FLNC|GDI2|PFN1|ACTR3,-4.2,down
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-6.7,5.7,7.4,30284,331,225,14,6.2,1.6,998|2010|2040|2316|5573|5715|6469|6717|7203|7531|8536|9520|10059|10399,CDC42|EMD|STOM|FLNA|PRKAR1A|PSMD9|SHH|SRI|CCT3|YWHAE|CAMK1|NPEPPS|DNM1L|RACK1,-4.2,down
GO Biological Processes,19,GO:0061621,canonical glycolysis,19_GO:0009987 cellular process,-6.6,35,13,30284,19,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-4.2,down
GO Biological Processes,19,GO:0006735,NADH regeneration,19_GO:0009987 cellular process,-6.6,35,13,30284,19,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-4.2,down
GO Biological Processes,19,GO:0061718,glucose catabolic process to pyruvate,19_GO:0009987 cellular process,-6.6,35,13,30284,19,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-4.2,down
WikiPathways,27,WP5434,Cancer pathways,,-6.5,4.5,6.9,30284,509,225,17,7.6,1.8,637|1950|2782|2950|3326|3655|3674|5331|5899|6469|6500|6921|6923|9446|10235|10672|26060,BID|EGF|GNB1|GSTP1|HSP90AB1|ITGA6|ITGA2B|PLCB3|RALB|SHH|SKP1|ELOC|ELOB|GSTO1|RASGRP2|GNA13|APPL1,-4.1,down
GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-6.5,3.9,6.6,30284,697,225,20,8.9,1.9,998|1265|2060|3690|4067|4627|5878|5899|6469|6520|7879|9260|9322|10059|11315|30845|51411|51517|51552|58513,CDC42|CNN2|EPS15|ITGB3|LYN|MYH9|RAB5C|RALB|SHH|SLC3A2|RAB7A|PDLIM7|TRIP10|DNM1L|PARK7|EHD3|BIN2|NCKIPSD|RAB14|EPS15L1,-4.1,down
GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-6.5,3.7,6.5,30284,764,225,21,9.3,1.9,439|637|998|2010|3303|3312|3611|4627|5305|7329|7879|8436|10015|10059|26509|27095|51411|51552|51652|53916|55968,GET3|BID|CDC42|EMD|HSPA1A|HSPA8|ILK|MYH9|PIP4K2A|UBE2I|RAB7A|CAVIN2|PDCD6IP|DNM1L|MYOF|TRAPPC3|BIN2|RAB14|CHMP3|RAB4B|NSFL1C,-4.1,down
WikiPathways,27,WP183,Proteasome degradation,,-6.4,15,9.7,30284,62,225,7,3.1,1.2,5700|5701|5711|5715|5720|7317|7318,PSMC1|PSMC2|PSMD5|PSMD9|PSME1|UBA1|UBA7,-4,down
GO Biological Processes,19,GO:0061615,glycolytic process through fructose-6-phosphate,19_GO:0009987 cellular process,-6.4,32,12,30284,21,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-4,down
GO Biological Processes,19,GO:0061620,glycolytic process through glucose-6-phosphate,19_GO:0009987 cellular process,-6.4,32,12,30284,21,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-4,down
CORUM,33,CORUM:2382,ITGA2B-ITGB3-F11R complex,,-6.4,1.30E+02,20,30284,3,225,3,1.3,0.76,3674|3690|50848,ITGA2B|ITGB3|F11R,-4,down
CORUM,33,CORUM:2378,ITGA2b-ITGB3-TLN1 complex,,-6.4,1.30E+02,20,30284,3,225,3,1.3,0.76,3674|3690|7094,ITGA2B|ITGB3|TLN1,-4,down
KEGG Pathway,24,hsa05132,Salmonella infection,,-6.4,6.4,7.5,30284,251,225,12,5.3,1.5,998|2316|3326|5216|5878|6500|7295|7879|10093|10096|10383|345456,CDC42|FLNA|HSP90AB1|PFN1|RAB5C|SKP1|TXN|RAB7A|ARPC4|ACTR3|TUBB4B|PFN3,-4,down
KEGG Pathway,24,hsa04611,Platelet activation,,-6.3,9.6,8.4,30284,126,225,9,4,1.3,3674|3690|3937|4067|4659|5331|7094|10235|10672,ITGA2B|ITGB3|LCP2|LYN|PPP1R12A|PLCB3|TLN1|RASGRP2|GNA13,-4,down
GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0009987 cellular process,-6.3,3.6,6.4,30284,783,225,21,9.3,1.9,50|239|242|873|2023|2876|2950|3029|4190|5214|5223|5226|5315|5860|5973|7167|9446|10434|11315|56954|162417,ACO2|ALOX12|ALOX12B|CBR1|ENO1|GPX1|GSTP1|HAGH|MDH1|PFKP|PGAM1|PGD|PKM|QDPR|RENBP|TPI1|GSTO1|LYPLA1|PARK7|NIT2|NAGS,-4,down
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,19_GO:0050789 regulation of biological process,-6.3,5.3,7.1,30284,354,225,14,6.2,1.6,961|998|2316|3690|5216|5345|7429|8440|9535|9647|11034|50848|57175|345456,CD47|CDC42|FLNA|ITGB3|PFN1|SERPINF2|VIL1|NCK2|GMFG|PPM1F|DSTN|F11R|CORO1B|PFN3,-4,down
GO Biological Processes,19,GO:0019677,NAD catabolic process,19_GO:0009987 cellular process,-6.3,31,12,30284,22,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-3.9,down
GO Biological Processes,19,GO:0007264,small GTPase-mediated signal transduction,19_GO:0050896 response to stimulus,-6.2,6.3,7.3,30284,258,225,12,5.3,1.5,392|396|397|998|2665|2782|5899|10235|10672|11315|23011|53916,ARHGAP1|ARHGDIA|ARHGDIB|CDC42|GDI2|GNB1|RALB|RASGRP2|GNA13|PARK7|RAB21|RAB4B,-3.9,down
KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-6.2,7,7.6,30284,212,225,11,4.9,1.4,998|1950|3674|3690|3937|5216|5331|5899|7094|10235|345456,CDC42|EGF|ITGA2B|ITGB3|LCP2|PFN1|PLCB3|RALB|TLN1|RASGRP2|PFN3,-3.9,down
GO Biological Processes,19,GO:0016197,endosomal transport,19_GO:0051179 localization,-6.1,6.1,7.2,30284,264,225,12,5.3,1.5,392|2060|2316|7879|8766|10890|30845|51552|51560|51652|53916|58513,ARHGAP1|EPS15|FLNA|RAB7A|RAB11A|RAB10|EHD3|RAB14|RAB6B|CHMP3|RAB4B|EPS15L1,-3.8,down
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-6.1,4.2,6.5,30284,544,225,17,7.6,1.8,1155|2316|2923|3303|3312|3326|3690|5650|6102|6469|7203|7456|9973|10131|10539|10726|10954,TBCB|FLNA|PDIA3|HSPA1A|HSPA8|HSP90AB1|ITGB3|KLK7|RP2|SHH|CCT3|WIPF1|CCS|TRAP1|GLRX3|NUDC|PDIA5,-3.8,down
GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-6,5,6.8,30284,375,225,14,6.2,1.6,2316|2876|3303|3326|3416|4478|5700|5701|5720|6469|6923|7879|10399|11315,FLNA|GPX1|HSPA1A|HSP90AB1|IDE|MSN|PSMC1|PSMC2|PSME1|SHH|ELOB|RAB7A|RACK1|PARK7,-3.7,down
WikiPathways,27,WP534,Glycolysis and gluconeogenesis,,-6,18,9.8,30284,45,225,6,2.7,1.1,2023|4190|5214|5223|5315|7167,ENO1|MDH1|PFKP|PGAM1|PKM|TPI1,-3.7,down
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-5.9,6.6,7.2,30284,226,225,11,4.9,1.4,1155|2923|3303|3312|3326|6102|7203|7456|10131|10726|10954,TBCB|PDIA3|HSPA1A|HSPA8|HSP90AB1|RP2|CCT3|WIPF1|TRAP1|NUDC|PDIA5,-3.7,down
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-5.9,4.3,6.5,30284,499,225,16,7.1,1.7,961|998|2316|3611|3655|3690|3987|4067|5345|5530|5777|6251|6469|8440|9647|50848,CD47|CDC42|FLNA|ILK|ITGA6|ITGB3|LIMS1|LYN|SERPINF2|PPP3CA|PTPN6|RSU1|SHH|NCK2|PPM1F|F11R,-3.6,down
GO Biological Processes,19,GO:0006007,glucose catabolic process,19_GO:0009987 cellular process,-5.9,26,11,30284,26,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-3.6,down
GO Biological Processes,19,GO:0006914,autophagy,19_GO:0009987 cellular process,-5.9,5.3,6.8,30284,331,225,13,5.8,1.6,310|3312|4067|5305|7879|10015|11315|51506|51652|55432|55968|81876|643246,ANXA7|HSPA8|LYN|PIP4K2A|RAB7A|PDCD6IP|PARK7|UFC1|CHMP3|YOD1|NSFL1C|RAB1B|MAP1LC3B2,-3.6,down
GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-5.9,5.3,6.8,30284,331,225,13,5.8,1.6,310|3312|4067|5305|7879|10015|11315|51506|51652|55432|55968|81876|643246,ANXA7|HSPA8|LYN|PIP4K2A|RAB7A|PDCD6IP|PARK7|UFC1|CHMP3|YOD1|NSFL1C|RAB1B|MAP1LC3B2,-3.6,down
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-5.8,4.5,6.5,30284,446,225,15,6.7,1.7,3312|3326|3690|4478|4627|5216|5700|5701|7094|8440|8997|9260|10093|10096|10383,HSPA8|HSP90AB1|ITGB3|MSN|MYH9|PFN1|PSMC1|PSMC2|TLN1|NCK2|KALRN|PDLIM7|ARPC4|ACTR3|TUBB4B,-3.6,down
KEGG Pathway,24,hsa01230,Biosynthesis of amino acids,,-5.8,13,8.7,30284,75,225,7,3.1,1.2,50|2023|5214|5223|5315|7167|162417,ACO2|ENO1|PFKP|PGAM1|PKM|TPI1|NAGS,-3.6,down
GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0009987 cellular process,-5.8,4,6.3,30284,571,225,17,7.6,1.8,439|998|2010|3611|4627|7329|7534|8436|8766|10015|10890|26509|51411|51560|51652|55968|81876,GET3|CDC42|EMD|ILK|MYH9|UBE2I|YWHAZ|CAVIN2|RAB11A|PDCD6IP|RAB10|MYOF|BIN2|RAB6B|CHMP3|NSFL1C|RAB1B,-3.6,down
CORUM,33,CORUM:2896,ITGA2b-ITGB3-CD47-FAK complex,,-5.8,1.00E+02,17,30284,4,225,3,1.3,0.76,961|3674|3690,CD47|ITGA2B|ITGB3,-3.6,down
CORUM,33,CORUM:2377,ITGA2b-ITGB3-CD47-SRC complex,,-5.8,1.00E+02,17,30284,4,225,3,1.3,0.76,961|3674|3690,CD47|ITGA2B|ITGB3,-3.6,down
GO Biological Processes,19,GO:0019320,hexose catabolic process,19_GO:0009987 cellular process,-5.8,16,9.4,30284,49,225,6,2.7,1.1,2023|2592|5214|5223|5315|7167,ENO1|GALT|PFKP|PGAM1|PKM|TPI1,-3.5,down
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-5.8,4,6.2,30284,578,225,17,7.6,1.8,271|353|1890|2023|2592|2766|3303|3312|4190|5214|5223|5226|5315|7167|11315|29789|51727,AMPD2|APRT|TYMP|ENO1|GALT|GMPR|HSPA1A|HSPA8|MDH1|PFKP|PGAM1|PGD|PKM|TPI1|PARK7|OLA1|CMPK1,-3.5,down
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-5.7,5.6,6.8,30284,289,225,12,5.3,1.5,377|381|2060|6102|8766|10890|27095|30845|51552|51560|53916|81876,ARF3|ARF5|EPS15|RP2|RAB11A|RAB10|TRAPPC3|EHD3|RAB14|RAB6B|RAB4B|RAB1B,-3.5,down
GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0050789 regulation of biological process,-5.7,6.2,7,30284,239,225,11,4.9,1.4,1950|2876|3303|3326|5700|5701|5720|6469|6923|10399|11315,EGF|GPX1|HSPA1A|HSP90AB1|PSMC1|PSMC2|PSME1|SHH|ELOB|RACK1|PARK7,-3.5,down
Reactome Gene Sets,6,R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,,-5.7,41,13,30284,13,225,4,1.8,0.88,7329|7531|7533|7534,UBE2I|YWHAE|YWHAH|YWHAZ,-3.5,down
Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-5.7,3.4,5.9,30284,788,225,20,8.9,1.9,644|1465|1950|2876|2950|3303|3312|3326|3690|5226|5573|5700|5701|7094|7295|7531|9973|10383|10954|10963,BLVRA|CSRP1|EGF|GPX1|GSTP1|HSPA1A|HSPA8|HSP90AB1|ITGB3|PGD|PRKAR1A|PSMC1|PSMC2|TLN1|TXN|YWHAE|CCS|TUBB4B|PDIA5|STIP1,-3.5,down
GO Biological Processes,19,GO:0034765,regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-5.7,5.1,6.6,30284,345,225,13,5.8,1.6,2040|2273|2316|3690|4067|5530|5777|6717|7531|7533|9446|51719|84959,STOM|FHL1|FLNA|ITGB3|LYN|PPP3CA|PTPN6|SRI|YWHAE|YWHAH|GSTO1|CAB39|UBASH3B,-3.5,down
GO Biological Processes,19,GO:0033157,regulation of intracellular protein transport,19_GO:0051179 localization,-5.7,8,7.5,30284,152,225,9,4,1.3,998|2010|2316|6469|7295|7531|8536|11315|55432,CDC42|EMD|FLNA|SHH|TXN|YWHAE|CAMK1|PARK7|YOD1,-3.4,down
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-5.6,4.3,6.3,30284,467,225,15,6.7,1.7,3312|3326|3690|4478|4627|5216|5700|5701|7094|8440|8997|9260|10093|10096|10383,HSPA8|HSP90AB1|ITGB3|MSN|MYH9|PFN1|PSMC1|PSMC2|TLN1|NCK2|KALRN|PDLIM7|ARPC4|ACTR3|TUBB4B,-3.4,down
KEGG Pathway,24,hsa01200,Carbon metabolism,,-5.6,9.3,7.7,30284,116,225,8,3.6,1.2,50|2023|4190|5214|5223|5226|5315|7167,ACO2|ENO1|MDH1|PFKP|PGAM1|PGD|PKM|TPI1,-3.4,down
WikiPathways,27,WP306,Focal adhesion,,-5.6,6.8,7.1,30284,199,225,10,4.4,1.4,998|1950|2316|2318|3611|3655|3674|3690|4659|7094,CDC42|EGF|FLNA|FLNC|ILK|ITGA6|ITGA2B|ITGB3|PPP1R12A|TLN1,-3.4,down
GO Biological Processes,19,GO:0046365,monosaccharide catabolic process,19_GO:0009987 cellular process,-5.6,15,9,30284,53,225,6,2.7,1.1,2023|2592|5214|5223|5315|7167,ENO1|GALT|PFKP|PGAM1|PKM|TPI1,-3.4,down
GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-5.6,6.7,7,30284,200,225,10,4.4,1.4,2876|3303|3326|5700|5701|5720|6469|6923|10399|11315,GPX1|HSPA1A|HSP90AB1|PSMC1|PSMC2|PSME1|SHH|ELOB|RACK1|PARK7,-3.4,down
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-5.5,4,6.1,30284,538,225,16,7.1,1.7,1950|2023|2876|3303|3326|4067|4627|5345|5700|5701|5720|6469|6923|9647|10399|11315,EGF|ENO1|GPX1|HSPA1A|HSP90AB1|LYN|MYH9|SERPINF2|PSMC1|PSMC2|PSME1|SHH|ELOB|PPM1F|RACK1|PARK7,-3.3,down
KEGG Pathway,24,hsa05130,Pathogenic Escherichia coli infection,,-5.5,6.6,7,30284,203,225,10,4.4,1.4,998|4627|5777|7122|7456|8440|10093|10096|10383|10672,CDC42|MYH9|PTPN6|CLDN5|WIPF1|NCK2|ARPC4|ACTR3|TUBB4B|GNA13,-3.3,down
GO Biological Processes,19,GO:0046822,regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-5.5,9,7.6,30284,119,225,8,3.6,1.2,2010|2316|4659|6469|7295|7531|8536|11315,EMD|FLNA|PPP1R12A|SHH|TXN|YWHAE|CAMK1|PARK7,-3.3,down
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0009987 cellular process,-5.5,3.8,6,30284,605,225,17,7.6,1.8,271|353|1890|2023|2592|2766|3303|3312|4190|5214|5223|5226|5315|7167|11315|29789|51727,AMPD2|APRT|TYMP|ENO1|GALT|GMPR|HSPA1A|HSPA8|MDH1|PFKP|PGAM1|PGD|PKM|TPI1|PARK7|OLA1|CMPK1,-3.3,down
GO Biological Processes,19,GO:0031334,positive regulation of protein-containing complex assembly,19_GO:0048518 positive regulation of biological process,-5.5,6.6,6.9,30284,205,225,10,4.4,1.4,637|3303|4478|5216|5515|8440|10399|11315|22919|55832,BID|HSPA1A|MSN|PFN1|PPP2CA|NCK2|RACK1|PARK7|MAPRE1|CAND1,-3.3,down
GO Biological Processes,19,GO:0007163,establishment or maintenance of cell polarity,19_GO:0009987 cellular process,-5.5,6.6,6.9,30284,205,225,10,4.4,1.4,998|3611|4478|4627|6469|10015|10096|10890|22919|55968,CDC42|ILK|MSN|MYH9|SHH|PDCD6IP|ACTR3|RAB10|MAPRE1|NSFL1C,-3.3,down
GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0051179 localization,-5.4,5.8,6.6,30284,257,225,11,4.9,1.4,998|2010|2316|5573|5715|6469|6717|7531|8536|10059|10399,CDC42|EMD|FLNA|PRKAR1A|PSMD9|SHH|SRI|YWHAE|CAMK1|DNM1L|RACK1,-3.2,down
CORUM,33,CORUM:2872,ITGA2b-ITGB3-CD9-GP1b-CD47 complex,,-5.4,81,15,30284,5,225,3,1.3,0.76,961|3674|3690,CD47|ITGA2B|ITGB3,-3.2,down
GO Biological Processes,19,GO:1904062,regulation of monoatomic cation transmembrane transport,19_GO:0051179 localization,-5.4,5.2,6.4,30284,311,225,12,5.3,1.5,2273|2316|3690|4067|5530|5777|6717|7531|7533|9446|51719|84959,FHL1|FLNA|ITGB3|LYN|PPP3CA|PTPN6|SRI|YWHAE|YWHAH|GSTO1|CAB39|UBASH3B,-3.2,down
GO Biological Processes,19,GO:0046034,ATP metabolic process,19_GO:0009987 cellular process,-5.3,7.3,7,30284,166,225,9,4,1.3,271|2023|3303|3312|5214|5223|5315|7167|29789,AMPD2|ENO1|HSPA1A|HSPA8|PFKP|PGAM1|PKM|TPI1|OLA1,-3.2,down
GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0009987 cellular process,-5.3,4.7,6.2,30284,371,225,13,5.8,1.6,271|353|2023|2766|3303|3312|4190|5214|5223|5226|5315|7167|29789,AMPD2|APRT|ENO1|GMPR|HSPA1A|HSPA8|MDH1|PFKP|PGAM1|PGD|PKM|TPI1|OLA1,-3.2,down
GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,19_GO:0048518 positive regulation of biological process,-5.3,8.5,7.3,30284,126,225,8,3.6,1.2,998|2316|3611|3655|3690|3987|6251|9647,CDC42|FLNA|ILK|ITGA6|ITGB3|LIMS1|RSU1|PPM1F,-3.2,down
CORUM,33,CORUM:5199,Kinase maturation complex 1,,-5.3,34,11,30284,16,225,4,1.8,0.88,3326|7531|7533|7534,HSP90AB1|YWHAE|YWHAH|YWHAZ,-3.2,down
Reactome Gene Sets,6,R-HSA-9013408,RHOG GTPase cycle,,-5.3,14,8.4,30284,59,225,6,2.7,1.1,392|396|397|2010|7879|8997,ARHGAP1|ARHGDIA|ARHGDIB|EMD|RAB7A|KALRN,-3.2,down
KEGG Pathway,24,hsa04530,Tight junction,,-5.3,7.1,6.9,30284,170,225,9,4,1.3,998|4478|4627|4637|5515|7122|10093|10096|50848,CDC42|MSN|MYH9|MYL6|PPP2CA|CLDN5|ARPC4|ACTR3|F11R,-3.1,down
Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-5.2,7.1,6.9,30284,171,225,9,4,1.3,644|1950|2876|2950|5226|5700|5701|7295|9973,BLVRA|EGF|GPX1|GSTP1|PGD|PSMC1|PSMC2|TXN|CCS,-3.1,down
GO Biological Processes,19,GO:0006886,intracellular protein transport,19_GO:0051179 localization,-5.2,3.8,5.8,30284,566,225,16,7.1,1.7,377|381|3312|5530|5878|6469|6813|7533|7879|8766|23011|26060|51552|51560|81876|130617,ARF3|ARF5|HSPA8|PPP3CA|RAB5C|SHH|STXBP2|YWHAH|RAB7A|RAB11A|RAB21|APPL1|RAB14|RAB6B|RAB1B|ZFAND2B,-3.1,down
CORUM,33,CORUM:193,PA700-20S-PA28 complex,,-5.2,19,9.2,30284,36,225,5,2.2,0.98,5700|5701|5711|5715|5720,PSMC1|PSMC2|PSMD5|PSMD9|PSME1,-3,down
GO Biological Processes,19,GO:0019674,NAD metabolic process,19_GO:0009987 cellular process,-5.1,13,8.1,30284,63,225,6,2.7,1.1,2023|4190|5214|5223|5315|7167,ENO1|MDH1|PFKP|PGAM1|PKM|TPI1,-3,down
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-5.1,6,6.5,30284,224,225,10,4.4,1.4,998|1845|2316|3611|3655|3690|3987|6251|7094|9647,CDC42|DUSP3|FLNA|ILK|ITGA6|ITGB3|LIMS1|RSU1|TLN1|PPM1F,-3,down
GO Biological Processes,19,GO:0051282,regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-5.1,8,7.1,30284,134,225,8,3.6,1.2,2316|3690|4067|5331|5777|6717|9446|84959,FLNA|ITGB3|LYN|PLCB3|PTPN6|SRI|GSTO1|UBASH3B,-3,down
GO Biological Processes,19,GO:0046825,regulation of protein export from nucleus,19_GO:0051179 localization,-5.1,18,9.1,30284,37,225,5,2.2,0.98,2010|7295|7531|8536|11315,EMD|TXN|YWHAE|CAMK1|PARK7,-3,down
Reactome Gene Sets,6,R-HSA-9013407,RHOH GTPase cycle,,-5.1,18,9.1,30284,37,225,5,2.2,0.98,396|397|2040|7879|55968,ARHGDIA|ARHGDIB|STOM|RAB7A|NSFL1C,-3,down
GO Biological Processes,19,GO:1903751,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,19_GO:0048519 negative regulation of biological process,-5.1,67,14,30284,6,225,3,1.3,0.76,10131|10399|11315,TRAP1|RACK1|PARK7,-3,down
CORUM,33,CORUM:486,WIP-WASp-actin-myosin-IIa complex,,-5.1,67,14,30284,6,225,3,1.3,0.76,4627|4637|7456,MYH9|MYL6|WIPF1,-3,down
GO Biological Processes,19,GO:1903750,regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,19_GO:0050896 response to stimulus,-5.1,67,14,30284,6,225,3,1.3,0.76,10131|10399|11315,TRAP1|RACK1|PARK7,-3,down
GO Biological Processes,19,GO:0009438,methylglyoxal metabolic process,19_GO:0009987 cellular process,-5.1,67,14,30284,6,225,3,1.3,0.76,3029|7167|11315,HAGH|TPI1|PARK7,-3,down
Reactome Gene Sets,6,R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,,-5.1,67,14,30284,6,225,3,1.3,0.76,239|242|2876,ALOX12|ALOX12B|GPX1,-3,down
GO Biological Processes,19,GO:1903828,negative regulation of protein localization,19_GO:0051179 localization,-5.1,6,6.5,30284,226,225,10,4.4,1.4,2665|5530|5715|7295|7534|9647|10434|11315|55432|55968,GDI2|PPP3CA|PSMD9|TXN|YWHAZ|PPM1F|LYPLA1|PARK7|YOD1|NSFL1C,-3,down
Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-5.1,5.3,6.3,30284,278,225,11,4.9,1.4,4627|4659|5216|7531|7533|7534|10093|10096|10383|10726|22919,MYH9|PPP1R12A|PFN1|YWHAE|YWHAH|YWHAZ|ARPC4|ACTR3|TUBB4B|NUDC|MAPRE1,-3,down
GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-5.1,3.7,5.7,30284,584,225,16,7.1,1.7,3303|3655|3690|3937|3987|4067|5515|5899|6251|6500|7329|8536|9647|10235|10399|51719,HSPA1A|ITGA6|ITGB3|LCP2|LIMS1|LYN|PPP2CA|RALB|RSU1|SKP1|UBE2I|CAMK1|PPM1F|RASGRP2|RACK1|CAB39,-3,down
WikiPathways,27,WP524,G13 signaling,,-5.1,18,8.9,30284,38,225,5,2.2,0.98,397|998|5216|5305|10672,ARHGDIB|CDC42|PFN1|PIP4K2A|GNA13,-3,down
WikiPathways,27,WP3680,Physico chemical features and toxicity associated pathways,,-5,12,7.9,30284,66,225,6,2.7,1.1,2876|5216|5515|8536|10096|345456,GPX1|PFN1|PPP2CA|CAMK1|ACTR3|PFN3,-2.9,down
GO Biological Processes,19,GO:0032388,positive regulation of intracellular transport,19_GO:0051179 localization,-5,7.7,6.9,30284,140,225,8,3.6,1.2,998|2010|2316|4478|6469|7531|8536|23011,CDC42|EMD|FLNA|MSN|SHH|YWHAE|CAMK1|RAB21,-2.9,down
GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-5,3.3,5.4,30284,736,225,18,8,1.8,637|1845|2023|2876|2950|3303|3312|4067|5037|5515|5573|5777|7534|8440|10131|10399|11315|81559,BID|DUSP3|ENO1|GPX1|GSTP1|HSPA1A|HSPA8|LYN|PEBP1|PPP2CA|PRKAR1A|PTPN6|YWHAZ|NCK2|TRAP1|RACK1|PARK7|TRIM11,-2.9,down
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-4.9,4.3,5.8,30284,403,225,13,5.8,1.6,1950|2273|2316|3690|4067|5530|5777|6717|7531|7533|9446|51719|84959,EGF|FHL1|FLNA|ITGB3|LYN|PPP3CA|PTPN6|SRI|YWHAE|YWHAH|GSTO1|CAB39|UBASH3B,-2.9,down
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-4.9,4,5.7,30284,466,225,14,6.2,1.6,239|242|353|873|2023|2224|2950|3612|5223|5226|5860|7167|11315|162417,ALOX12|ALOX12B|APRT|CBR1|ENO1|FDPS|GSTP1|IMPA1|PGAM1|PGD|QDPR|TPI1|PARK7|NAGS,-2.9,down
GO Biological Processes,19,GO:1902115,regulation of organelle assembly,19_GO:0050789 regulation of biological process,-4.9,5.7,6.3,30284,236,225,10,4.4,1.4,2665|3303|4478|5305|5899|8766|10015|51652|54521|81876,GDI2|HSPA1A|MSN|PIP4K2A|RALB|RAB11A|PDCD6IP|CHMP3|WDR44|RAB1B,-2.9,down
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-4.9,4.7,5.9,30284,347,225,12,5.3,1.5,961|998|1890|1950|2316|2876|3674|3690|4627|6469|7534|10672,CD47|CDC42|TYMP|EGF|FLNA|GPX1|ITGA2B|ITGB3|MYH9|SHH|YWHAZ|GNA13,-2.8,down
Canonical Pathways,11,M237,PID VEGFR1 2 PATHWAY,,-4.9,12,7.7,30284,69,225,6,2.7,1.1,998|3326|3690|5777|8440|26509,CDC42|HSP90AB1|ITGB3|PTPN6|NCK2|MYOF,-2.8,down
